time,exp1_s1,exp1_s1_Distorted
23.3165829145729,10,9
23.3165829145729,9,9
23.3165829145729,11,11
23.3165829145729,6,5
23.3165829145729,8,8
23.5175879396985,6,6
23.5175879396985,12,9
23.5175879396985,8,8
23.5175879396985,7,7
23.5175879396985,3,3
23.5175879396985,12,12
23.5175879396985,9,9
23.5175879396985,9,9
23.5175879396985,12,12
23.5175879396985,11,9
23.7185929648241,10,10
23.7185929648241,6,6
23.7185929648241,9,9
23.7185929648241,15,15
23.7185929648241,10,10
23.7185929648241,12,12
23.7185929648241,16,15
23.7185929648241,13,12
23.7185929648241,7,5
23.7185929648241,4,4
23.9195979899498,9,9
23.9195979899498,3,3
23.9195979899498,9,9
23.9195979899498,14,13
23.9195979899498,7,7
23.9195979899498,8,8
23.9195979899498,8,7
23.9195979899498,12,11
23.9195979899498,12,12
23.9195979899498,9,9
24.1206030150754,8,8
24.1206030150754,14,13
24.1206030150754,11,11
24.1206030150754,11,11
24.1206030150754,14,14
24.1206030150754,9,9
24.1206030150754,11,10
24.1206030150754,9,9
24.1206030150754,12,12
24.1206030150754,8,8
24.321608040201,11,9
24.321608040201,16,16
24.321608040201,9,8
24.321608040201,8,8
24.321608040201,7,4
24.321608040201,8,8
24.321608040201,6,6
24.321608040201,8,8
24.321608040201,8,8
24.321608040201,8,8
24.5226130653266,12,11
24.5226130653266,9,8
24.5226130653266,9,8
24.5226130653266,11,9
24.5226130653266,6,6
24.5226130653266,10,9
24.5226130653266,8,7
24.5226130653266,8,7
24.5226130653266,10,10
24.5226130653266,12,9
24.7236180904523,7,7
24.7236180904523,10,9
24.7236180904523,13,13
24.7236180904523,7,7
24.7236180904523,7,5
24.7236180904523,9,8
24.7236180904523,13,12
24.7236180904523,9,9
24.7236180904523,7,7
24.7236180904523,9,9
24.9246231155779,10,10
24.9246231155779,8,8
24.9246231155779,3,2
24.9246231155779,11,11
24.9246231155779,9,8
24.9246231155779,8,8
24.9246231155779,5,5
24.9246231155779,8,8
24.9246231155779,7,7
24.9246231155779,7,7
25.1256281407035,12,12
25.1256281407035,8,7
25.1256281407035,5,5
25.1256281407035,8,7
25.1256281407035,11,10
25.1256281407035,6,6
25.1256281407035,13,12
25.1256281407035,8,8
25.1256281407035,8,8
25.1256281407035,7,7
25.3266331658291,11,11
25.3266331658291,5,5
25.3266331658291,14,13
25.3266331658291,6,5
25.3266331658291,7,7
25.3266331658291,11,10
25.3266331658291,6,6
25.3266331658291,9,9
25.3266331658291,11,11
25.3266331658291,14,14
25.5276381909548,11,11
25.5276381909548,11,11
25.5276381909548,8,8
25.5276381909548,7,7
25.5276381909548,9,8
25.5276381909548,7,7
25.5276381909548,12,12
25.5276381909548,10,9
25.5276381909548,12,12
25.5276381909548,12,12
25.7286432160804,9,8
25.7286432160804,8,8
25.7286432160804,11,10
25.7286432160804,17,16
25.7286432160804,11,10
25.7286432160804,12,11
25.7286432160804,11,10
25.7286432160804,10,8
25.7286432160804,11,11
25.7286432160804,9,7
25.929648241206,13,12
25.929648241206,5,5
25.929648241206,15,15
25.929648241206,5,4
25.929648241206,9,8
25.929648241206,8,8
25.929648241206,6,4
25.929648241206,11,9
25.929648241206,10,9
25.929648241206,12,12
26.1306532663317,10,10
26.1306532663317,12,12
26.1306532663317,10,10
26.1306532663317,14,13
26.1306532663317,13,12
26.1306532663317,9,8
26.1306532663317,12,12
26.1306532663317,9,9
26.1306532663317,12,12
26.1306532663317,8,8
26.3316582914573,16,14
26.3316582914573,7,7
26.3316582914573,5,5
26.3316582914573,11,11
26.3316582914573,12,11
26.3316582914573,14,12
26.3316582914573,8,7
26.3316582914573,12,11
26.3316582914573,9,8
26.3316582914573,9,8
26.5326633165829,12,12
26.5326633165829,15,15
26.5326633165829,5,5
26.5326633165829,11,11
26.5326633165829,7,7
26.5326633165829,8,7
26.5326633165829,7,7
26.5326633165829,12,12
26.5326633165829,18,18
26.5326633165829,10,9
26.7336683417085,11,9
26.7336683417085,14,14
26.7336683417085,11,9
26.7336683417085,10,9
26.7336683417085,8,8
26.7336683417085,10,10
26.7336683417085,8,8
26.7336683417085,8,7
26.7336683417085,8,8
26.7336683417085,9,8
26.9346733668342,9,9
26.9346733668342,14,13
26.9346733668342,7,7
26.9346733668342,8,8
26.9346733668342,10,9
26.9346733668342,9,9
26.9346733668342,7,7
26.9346733668342,10,9
26.9346733668342,13,12
26.9346733668342,5,5
27.1356783919598,9,9
27.1356783919598,5,5
27.1356783919598,10,8
27.1356783919598,9,9
27.1356783919598,11,11
27.1356783919598,7,7
27.1356783919598,10,10
27.1356783919598,9,9
27.1356783919598,13,13
27.1356783919598,10,10
27.3366834170854,8,8
27.3366834170854,8,8
27.3366834170854,7,6
27.3366834170854,15,14
27.3366834170854,8,8
27.3366834170854,6,6
27.3366834170854,8,8
27.3366834170854,11,10
27.3366834170854,11,11
27.3366834170854,11,9
27.5376884422111,3,3
27.5376884422111,8,6
27.5376884422111,13,11
27.5376884422111,8,8
27.5376884422111,10,10
27.5376884422111,8,8
27.5376884422111,6,5
27.5376884422111,8,8
27.5376884422111,12,11
27.5376884422111,16,16
27.7386934673367,13,12
27.7386934673367,5,5
27.7386934673367,8,8
27.7386934673367,7,7
27.7386934673367,8,7
27.7386934673367,17,16
27.7386934673367,10,9
27.7386934673367,11,11
27.7386934673367,12,12
27.7386934673367,6,5
27.9396984924623,13,11
27.9396984924623,6,6
27.9396984924623,11,11
27.9396984924623,11,11
27.9396984924623,11,9
27.9396984924623,6,6
27.9396984924623,9,8
27.9396984924623,9,9
27.9396984924623,9,9
27.9396984924623,13,12
28.1407035175879,11,11
28.1407035175879,12,12
28.1407035175879,9,9
28.1407035175879,15,13
28.1407035175879,5,5
28.1407035175879,10,10
28.1407035175879,8,8
28.1407035175879,9,9
28.1407035175879,11,11
28.1407035175879,7,6
28.3417085427136,10,10
28.3417085427136,8,8
28.3417085427136,13,13
28.3417085427136,6,6
28.3417085427136,6,6
28.3417085427136,15,15
28.3417085427136,6,6
28.3417085427136,6,4
28.3417085427136,6,6
28.3417085427136,5,4
28.5427135678392,9,8
28.5427135678392,11,11
28.5427135678392,12,10
28.5427135678392,12,11
28.5427135678392,11,10
28.5427135678392,9,6
28.5427135678392,11,11
28.5427135678392,15,14
28.5427135678392,9,9
28.5427135678392,8,8
28.7437185929648,12,10
28.7437185929648,7,7
28.7437185929648,7,7
28.7437185929648,9,9
28.7437185929648,10,9
28.7437185929648,10,10
28.7437185929648,6,5
28.7437185929648,6,5
28.7437185929648,8,6
28.7437185929648,11,10
28.9447236180905,9,9
28.9447236180905,12,12
28.9447236180905,14,14
28.9447236180905,9,9
28.9447236180905,5,5
28.9447236180905,10,10
28.9447236180905,11,11
28.9447236180905,8,8
28.9447236180905,9,9
28.9447236180905,7,7
29.1457286432161,14,14
29.1457286432161,9,9
29.1457286432161,10,10
29.1457286432161,7,7
29.1457286432161,6,6
29.1457286432161,5,5
29.1457286432161,12,12
29.1457286432161,12,10
29.1457286432161,7,7
29.1457286432161,13,13
29.3467336683417,11,11
29.3467336683417,11,11
29.3467336683417,17,16
29.3467336683417,4,3
29.3467336683417,9,9
29.3467336683417,9,9
29.3467336683417,10,9
29.3467336683417,5,5
29.3467336683417,11,10
29.3467336683417,5,5
29.5477386934673,10,10
29.5477386934673,11,10
29.5477386934673,9,9
29.5477386934673,10,10
29.5477386934673,7,6
29.5477386934673,10,9
29.5477386934673,8,8
29.5477386934673,6,6
29.5477386934673,8,8
29.5477386934673,7,6
29.748743718593,7,7
29.748743718593,10,10
29.748743718593,9,9
29.748743718593,9,8
29.748743718593,7,7
29.748743718593,13,12
29.748743718593,13,12
29.748743718593,8,7
29.748743718593,10,10
29.748743718593,12,12
29.9497487437186,15,15
29.9497487437186,14,14
29.9497487437186,8,8
29.9497487437186,6,6
29.9497487437186,12,12
29.9497487437186,6,6
29.9497487437186,6,6
29.9497487437186,8,8
29.9497487437186,13,13
29.9497487437186,10,9
30.1507537688442,10,9
30.1507537688442,14,14
30.1507537688442,10,10
30.1507537688442,3,3
30.1507537688442,12,11
30.1507537688442,10,10
30.1507537688442,9,9
30.1507537688442,8,8
30.1507537688442,7,6
30.1507537688442,9,9
30.3517587939699,7,7
30.3517587939699,5,5
30.3517587939699,7,7
30.3517587939699,7,7
30.3517587939699,7,6
30.3517587939699,10,10
30.3517587939699,12,12
30.3517587939699,12,12
30.3517587939699,12,10
30.3517587939699,11,11
30.5527638190955,13,12
30.5527638190955,12,12
30.5527638190955,7,7
30.5527638190955,18,18
30.5527638190955,6,5
30.5527638190955,11,10
30.5527638190955,7,7
30.5527638190955,7,7
30.5527638190955,8,7
30.5527638190955,7,6
30.7537688442211,9,7
30.7537688442211,15,13
30.7537688442211,9,9
30.7537688442211,10,10
30.7537688442211,10,10
30.7537688442211,11,10
30.7537688442211,9,9
30.7537688442211,13,12
30.7537688442211,14,13
30.7537688442211,12,12
30.9547738693467,8,8
30.9547738693467,12,12
30.9547738693467,6,6
30.9547738693467,9,8
30.9547738693467,10,8
30.9547738693467,11,10
30.9547738693467,8,7
30.9547738693467,11,10
30.9547738693467,13,12
30.9547738693467,5,5
31.1557788944724,6,6
31.1557788944724,13,10
31.1557788944724,9,9
31.1557788944724,9,9
31.1557788944724,15,14
31.1557788944724,12,11
31.1557788944724,16,15
31.1557788944724,7,7
31.1557788944724,6,6
31.1557788944724,8,8
31.356783919598,9,9
31.356783919598,10,10
31.356783919598,16,15
31.356783919598,9,9
31.356783919598,9,9
31.356783919598,18,18
31.356783919598,7,7
31.356783919598,11,11
31.356783919598,15,13
31.356783919598,11,10
31.5577889447236,8,7
31.5577889447236,10,10
31.5577889447236,2,2
31.5577889447236,13,13
31.5577889447236,9,9
31.5577889447236,8,8
31.5577889447236,15,15
31.5577889447236,9,9
31.5577889447236,8,7
31.5577889447236,5,4
31.7587939698492,10,9
31.7587939698492,6,6
31.7587939698492,5,5
31.7587939698492,10,9
31.7587939698492,8,7
31.7587939698492,8,7
31.7587939698492,11,10
31.7587939698492,13,13
31.7587939698492,8,8
31.7587939698492,15,14
31.9597989949749,15,15
31.9597989949749,7,7
31.9597989949749,12,12
31.9597989949749,10,10
31.9597989949749,14,12
31.9597989949749,10,10
31.9597989949749,11,9
31.9597989949749,12,12
31.9597989949749,9,9
31.9597989949749,7,7
32.1608040201005,4,3
32.1608040201005,9,8
32.1608040201005,11,11
32.1608040201005,8,6
32.1608040201005,10,10
32.1608040201005,7,7
32.1608040201005,8,7
32.1608040201005,11,10
32.1608040201005,13,12
32.1608040201005,13,13
32.3618090452261,7,7
32.3618090452261,9,9
32.3618090452261,13,12
32.3618090452261,7,7
32.3618090452261,16,14
32.3618090452261,10,10
32.3618090452261,7,7
32.3618090452261,12,12
32.3618090452261,11,11
32.3618090452261,10,10
32.5628140703518,7,7
32.5628140703518,5,5
32.5628140703518,7,7
32.5628140703518,8,7
32.5628140703518,11,11
32.5628140703518,17,17
32.5628140703518,7,7
32.5628140703518,12,12
32.5628140703518,13,13
32.5628140703518,9,8
32.7638190954774,7,7
32.7638190954774,12,12
32.7638190954774,9,7
32.7638190954774,6,6
32.7638190954774,13,12
32.7638190954774,11,11
32.7638190954774,6,6
32.7638190954774,14,14
32.7638190954774,4,4
32.7638190954774,5,4
32.964824120603,17,17
32.964824120603,11,11
32.964824120603,9,9
32.964824120603,9,9
32.964824120603,12,12
32.964824120603,5,4
32.964824120603,11,11
32.964824120603,11,11
32.964824120603,9,8
32.964824120603,10,10
33.1658291457286,8,8
33.1658291457286,7,6
33.1658291457286,9,9
33.1658291457286,14,14
33.1658291457286,7,7
33.1658291457286,8,7
33.1658291457286,8,7
33.1658291457286,6,5
33.1658291457286,10,9
33.1658291457286,13,12
33.3668341708543,14,13
33.3668341708543,11,11
33.3668341708543,9,9
33.3668341708543,8,8
33.3668341708543,11,11
33.3668341708543,13,13
33.3668341708543,14,12
33.3668341708543,5,5
33.3668341708543,9,8
33.3668341708543,6,6
33.5678391959799,7,7
33.5678391959799,13,11
33.5678391959799,7,7
33.5678391959799,6,6
33.5678391959799,10,10
33.5678391959799,8,8
33.5678391959799,9,9
33.5678391959799,12,11
33.5678391959799,13,12
33.5678391959799,11,11
33.7688442211055,9,9
33.7688442211055,11,11
33.7688442211055,7,7
33.7688442211055,10,10
33.7688442211055,11,11
33.7688442211055,10,10
33.7688442211055,8,8
33.7688442211055,8,8
33.7688442211055,7,7
33.7688442211055,12,12
33.9698492462312,9,9
33.9698492462312,8,8
33.9698492462312,12,12
33.9698492462312,7,7
33.9698492462312,13,13
33.9698492462312,12,12
33.9698492462312,13,13
33.9698492462312,8,8
33.9698492462312,9,8
33.9698492462312,13,12
34.1708542713568,9,9
34.1708542713568,10,9
34.1708542713568,11,11
34.1708542713568,15,15
34.1708542713568,10,10
34.1708542713568,11,10
34.1708542713568,10,10
34.1708542713568,14,13
34.1708542713568,13,13
34.1708542713568,7,6
34.3718592964824,7,7
34.3718592964824,7,7
34.3718592964824,12,12
34.3718592964824,7,7
34.3718592964824,17,16
34.3718592964824,11,11
34.3718592964824,7,7
34.3718592964824,13,13
34.3718592964824,14,13
34.3718592964824,16,16
34.572864321608,10,10
34.572864321608,10,9
34.572864321608,7,7
34.572864321608,10,8
34.572864321608,10,10
34.572864321608,7,6
34.572864321608,9,8
34.572864321608,10,9
34.572864321608,7,7
34.572864321608,11,11
34.7738693467337,4,4
34.7738693467337,8,8
34.7738693467337,10,9
34.7738693467337,8,8
34.7738693467337,10,10
34.7738693467337,8,6
34.7738693467337,6,5
34.7738693467337,14,14
34.7738693467337,11,11
34.7738693467337,11,11
34.9748743718593,11,11
34.9748743718593,12,11
34.9748743718593,13,12
34.9748743718593,10,9
34.9748743718593,7,6
34.9748743718593,9,9
34.9748743718593,13,12
34.9748743718593,7,7
34.9748743718593,8,7
34.9748743718593,16,15
35.1758793969849,12,10
35.1758793969849,7,6
35.1758793969849,22,21
35.1758793969849,5,5
35.1758793969849,9,9
35.1758793969849,9,7
35.1758793969849,9,9
35.1758793969849,6,6
35.1758793969849,9,8
35.1758793969849,10,10
35.3768844221105,17,16
35.3768844221105,7,6
35.3768844221105,8,7
35.3768844221105,8,8
35.3768844221105,8,8
35.3768844221105,7,7
35.3768844221105,4,4
35.3768844221105,9,8
35.3768844221105,7,7
35.3768844221105,13,13
35.5778894472362,10,10
35.5778894472362,14,12
35.5778894472362,16,13
35.5778894472362,10,9
35.5778894472362,6,6
35.5778894472362,14,13
35.5778894472362,10,9
35.5778894472362,13,12
35.5778894472362,9,9
35.5778894472362,10,10
35.7788944723618,5,5
35.7788944723618,14,14
35.7788944723618,11,11
35.7788944723618,6,5
35.7788944723618,11,10
35.7788944723618,9,8
35.7788944723618,6,6
35.7788944723618,7,7
35.7788944723618,8,7
35.7788944723618,7,6
35.9798994974874,11,11
35.9798994974874,12,9
35.9798994974874,10,10
35.9798994974874,10,8
35.9798994974874,11,9
35.9798994974874,17,17
35.9798994974874,11,10
35.9798994974874,10,10
35.9798994974874,14,14
35.9798994974874,10,10
36.1809045226131,8,8
36.1809045226131,15,13
36.1809045226131,9,8
36.1809045226131,10,10
36.1809045226131,11,10
36.1809045226131,11,11
36.1809045226131,7,7
36.1809045226131,6,5
36.1809045226131,8,8
36.1809045226131,13,12
36.3819095477387,10,7
36.3819095477387,9,7
36.3819095477387,9,8
36.3819095477387,12,12
36.3819095477387,11,11
36.3819095477387,11,8
36.3819095477387,7,7
36.3819095477387,9,9
36.3819095477387,10,10
36.3819095477387,9,9
36.5829145728643,9,9
36.5829145728643,8,7
36.5829145728643,12,12
36.5829145728643,9,9
36.5829145728643,11,11
36.5829145728643,9,9
36.5829145728643,12,12
36.5829145728643,15,14
36.5829145728643,10,10
36.5829145728643,14,14
36.78391959799,7,7
36.78391959799,13,10
36.78391959799,6,6
36.78391959799,9,9
36.78391959799,4,4
36.78391959799,12,12
36.78391959799,7,6
36.78391959799,7,7
36.78391959799,7,6
36.78391959799,11,10
36.9849246231156,7,7
36.9849246231156,8,8
36.9849246231156,12,10
36.9849246231156,10,10
36.9849246231156,14,14
36.9849246231156,5,5
36.9849246231156,9,9
36.9849246231156,10,10
36.9849246231156,10,8
36.9849246231156,13,11
37.1859296482412,6,6
37.1859296482412,8,8
37.1859296482412,2,2
37.1859296482412,15,15
37.1859296482412,12,12
37.1859296482412,12,12
37.1859296482412,6,6
37.1859296482412,8,7
37.1859296482412,7,7
37.1859296482412,10,7
37.3869346733668,12,12
37.3869346733668,11,10
37.3869346733668,11,10
37.3869346733668,11,10
37.3869346733668,12,10
37.3869346733668,13,11
37.3869346733668,11,11
37.3869346733668,7,6
37.3869346733668,10,8
37.3869346733668,7,6
37.5879396984925,14,14
37.5879396984925,6,5
37.5879396984925,8,8
37.5879396984925,10,10
37.5879396984925,9,9
37.5879396984925,12,12
37.5879396984925,10,10
37.5879396984925,7,7
37.5879396984925,11,11
37.5879396984925,7,7
37.7889447236181,11,11
37.7889447236181,11,9
37.7889447236181,7,7
37.7889447236181,7,7
37.7889447236181,7,7
37.7889447236181,7,7
37.7889447236181,7,7
37.7889447236181,15,14
37.7889447236181,4,4
37.7889447236181,15,15
37.9899497487437,4,3
37.9899497487437,16,15
37.9899497487437,8,5
37.9899497487437,10,9
37.9899497487437,13,12
37.9899497487437,14,14
37.9899497487437,7,6
37.9899497487437,11,10
37.9899497487437,15,15
37.9899497487437,16,15
38.1909547738693,6,5
38.1909547738693,7,5
38.1909547738693,12,12
38.1909547738693,5,4
38.1909547738693,5,5
38.1909547738693,10,10
38.1909547738693,13,13
38.1909547738693,19,17
38.1909547738693,3,2
38.1909547738693,10,10
38.391959798995,13,13
38.391959798995,14,14
38.391959798995,13,13
38.391959798995,13,13
38.391959798995,12,11
38.391959798995,6,6
38.391959798995,10,10
38.391959798995,7,6
38.391959798995,13,13
38.391959798995,15,15
38.5929648241206,7,7
38.5929648241206,14,13
38.5929648241206,9,8
38.5929648241206,9,8
38.5929648241206,8,8
38.5929648241206,13,13
38.5929648241206,12,11
38.5929648241206,9,9
38.5929648241206,11,10
38.5929648241206,15,15
38.7939698492462,7,7
38.7939698492462,8,7
38.7939698492462,11,11
38.7939698492462,12,12
38.7939698492462,13,12
38.7939698492462,9,7
38.7939698492462,6,6
38.7939698492462,6,6
38.7939698492462,9,9
38.7939698492462,13,13
38.9949748743719,7,6
38.9949748743719,12,12
38.9949748743719,11,10
38.9949748743719,4,4
38.9949748743719,12,11
38.9949748743719,14,13
38.9949748743719,10,9
38.9949748743719,13,13
38.9949748743719,6,6
38.9949748743719,12,11
39.1959798994975,14,13
39.1959798994975,13,13
39.1959798994975,8,6
39.1959798994975,7,7
39.1959798994975,10,10
39.1959798994975,9,8
39.1959798994975,9,9
39.1959798994975,18,17
39.1959798994975,10,10
39.1959798994975,15,15
39.3969849246231,10,10
39.3969849246231,9,8
39.3969849246231,12,10
39.3969849246231,12,11
39.3969849246231,9,9
39.3969849246231,5,4
39.3969849246231,6,6
39.3969849246231,12,11
39.3969849246231,11,9
39.3969849246231,4,4
39.5979899497487,10,9
39.5979899497487,12,12
39.5979899497487,6,6
39.5979899497487,7,7
39.5979899497487,13,13
39.5979899497487,6,5
39.5979899497487,14,14
39.5979899497487,14,12
39.5979899497487,4,4
39.5979899497487,9,9
39.7989949748744,7,7
39.7989949748744,10,10
39.7989949748744,6,6
39.7989949748744,5,5
39.7989949748744,15,15
39.7989949748744,16,16
39.7989949748744,9,9
39.7989949748744,11,10
39.7989949748744,5,5
39.7989949748744,7,7
40,5,5
40,9,8
40,7,7
40,18,15
40,9,8
40,15,14
40,12,12
40,10,10
40,10,9
40,11,11
